Abbreviation of the operating point,Name of the operating point,Abkuerzung Betriebspunkt Strecke,Name of operating point distance,LINIE,Kilometry of the operating point,LINIENNAME,VERWALTUNG,E,N,BPUIC,Didok Nummer,Name Haltestelle,lod,geopos_x,geopos_y
GOLO,Goldach Ost,GOL,Goldach,880,67.0146,Sargans Ost - St.Gallen,SBB,2753833.168,1260298.409,8518085,18085,Goldach Ost,http://lod.opentransportdata.swiss/didok/8518085,47.4754516431,9.47955561803
GRA,Grandgourt,GRA,Grandgourt,240,119.6638,Delemont - Delle,SBB,2570559.067,1257756.634,8500143,143,Grandgourt,http://lod.opentransportdata.swiss/didok/8500143,47.469920111,7.04810770019
GRAL,Granges-Lens,GRAL,Granges-Lens,100,101.5583,Lausanne - Simplon Tunnel I - Iselle,SBB,2601548.4280000003,1123795.132,8501508,1508,Granges-Lens,http://lod.opentransportdata.swiss/didok/8501508,46.2655804234,7.45872826969
GS,Grenchen Sud,GS,Grenchen Sud,410,85.3135,Olten - Solothurn - Biel/Bienne,SBB,2596934.48,1226425.8429999999,8500202,202,Grenchen Süd,http://lod.opentransportdata.swiss/didok/8500202,47.1887746617,7.39818006118
GSK,Gisikon-Root,GSK,Gisikon-Root,660,52.823,Thalwil - Zug - Fluhmuhle,SBB,2672555.937,1219368.107,8502201,2201,Gisikon-Root,http://lod.opentransportdata.swiss/didok/8502201,47.1213276944,8.39478856666
GSS,Gossau SG,GSS,Gossau SG,850,90.1274,St.Gallen - Winterthur Nord,SBB,2736927.398,1252807.1909999999,8506210,6210,Gossau SG,http://lod.opentransportdata.swiss/didok/8506210,47.4118315691,9.25305071952
GUE,Gumligen,GUE,Gumligen,295,4.97,Bern Zytglogge - Worb Dorf,SBB,2605092.2909999997,1198138.7959999999,8507003,7003,Gümligen,http://lod.opentransportdata.swiss/didok/8507003,46.9343219548,7.5055047832
GUET,Guttingen,GUET,Guttingen,824,90.48996,Romanshorn - Konstanz,SBB,2739367.23,1274765.368,8506124,6124,Güttingen,http://lod.opentransportdata.swiss/didok/8506124,47.6087529905,9.29224305174
HBLO,Heitersberglinie Ost (Abzw),HBLO,Heitersberglinie Ost (Abzw),650,17.48466,Killwangen West - Lenzburg - Daniken Ost,SBB,2667816.036,1254528.722,8515447,15447,Heitersberglinie Ost (Abzw),http://lod.opentransportdata.swiss/didok/8515447,47.4380613536,8.33763783781
HBTN,Hauenstein Nord (Spw),HBTN,Hauenstein Nord (Spw),500,31.424,Basel SBB - Olten - Luzern,SBB,2634743.99,1251957.815,8500029,29,Hauenstein Nord (Spw),http://lod.opentransportdata.swiss/didok/8500029,47.4175142978,7.89902807382
HD,Hallwil,HD,Hallwil,651,34.486999999999995,Hubeli - Beinwil - Lenzburg,SBB,2655733.931,1242236.263,8502031,2031,Hallwil,http://lod.opentransportdata.swiss/didok/8502031,47.3286387297,8.17594944173
HDKN,Hendschiken Nord (Abzw),HDK,Hendschiken,653,64.934,Gexi Ost - Rotkreuz - Immensee West,SBB,2657901.26,1249209.835,8515403,15403,Hendschiken Nord (Abzw),http://lod.opentransportdata.swiss/didok/8515403,47.3911715463,8.20552126768
HDKN,Hendschiken Nord (Abzw),HDK,Hendschiken,654,64.95649,Gexi - Hendschiken Nord (Gleis links),SBB,2657901.26,1249209.835,8515403,15403,Hendschiken Nord (Abzw),http://lod.opentransportdata.swiss/didok/8515403,47.3911715463,8.20552126768
HERL,Herrliberg-Feldmeilen,HERL,Herrliberg-Feldmeilen,730,16.61921,Zurich Stadelhofen - Rapperswil,SBB,2688826.085,1237434.33,8503103,3103,Herrliberg-Feldmeilen,http://lod.opentransportdata.swiss/didok/8503103,47.2818266004,8.61273348833
HET,Hettlingen,HET,Hettlingen,762,32.706509999999994,Winterthur Nord - Schaffhausen RB Ost,SBB,2694567.606,1266836.397,8506045,6045,Hettlingen,http://lod.opentransportdata.swiss/didok/8506045,47.5454414729,8.69483420682
HG,Horgen,HG,Horgen,720,16.78603,ZH Langstrasse - Thalwil - Ziegelbrucke,SBB,2687662.978,1235155.058,8503204,3204,Horgen,http://lod.opentransportdata.swiss/didok/8503204,47.2614833923,8.59691702338
HPT,Hauptwil,HPT,Hauptwil,852,14.3738,Sulgen - Gossau SG,SBB,2736650.2060000002,1260033.611,8506212,6212,Hauptwil,http://lod.opentransportdata.swiss/didok/8506212,47.4768665836,9.25159158654
HUZY,Hunenberg Zythus,HUZY,Hunenberg Zythus,660,44.355,Thalwil - Zug - Fluhmuhle,SBB,2676677.626,1225232.465,8515996,15996,Hünenberg Zythus,http://lod.opentransportdata.swiss/didok/8515996,47.1736075218,8.45009529897
IL,Illnau,IL,Illnau,753,4.45785,Effretikon - Wetzikon - Hinwil,SBB,2696915.829,1251681.97,8503303,3303,Illnau,http://lod.opentransportdata.swiss/didok/8503303,47.4088191895,8.72272753467
IMW,Immensee West (Abzw),IM,Immensee,570,18.92026,Gutsch - Kussnacht - Immensee,SBB,2677576.715,1216320.857,8515405,15405,Immensee West (Abzw),http://lod.opentransportdata.swiss/didok/8515405,47.0933510948,8.46042351416
IMW,Immensee West (Abzw),IM,Immensee,600,0.0,Immensee - Bellinzona - Chiasso,SBB,2677576.715,1216320.857,8515405,15405,Immensee West (Abzw),http://lod.opentransportdata.swiss/didok/8515405,47.0933510948,8.46042351416
IT,Itingen,IT,Itingen,500,19.151,Basel SBB - Olten - Luzern,SBB,2626282.472,1257447.366,8500025,25,Itingen,http://lod.opentransportdata.swiss/didok/8500025,47.4672787538,7.78722595338
KF,Konolfingen,KF,Konolfingen,460,20.51824,Gumligen Sud - Fluhmuhle,SBB,2613928.9790000003,1192191.873,8508202,8202,Konolfingen,http://lod.opentransportdata.swiss/didok/8508202,46.8807023919,7.62136704032
KHF,Kehlhof,KHF,Kehlhof,831,24.31774,Weinfelden - Tagermoos,SBB,2730250.875,1270490.213,8506193,6193,Kehlhof,http://lod.opentransportdata.swiss/didok/8506193,47.5721871628,9.1697794714
KIM,Kirchmatt (Spw),KIM,Kirchmatt (Spw),700,45.4953,Brugg - Pratteln Ost,SBB,2647607.409,1259692.4840000002,8515170,15170,Kirchmatt (Spw),http://lod.opentransportdata.swiss/didok/8515170,47.4862741428,8.07030363354
KLWW,Killwangen West (Abzw),KLW,Killwangen-Spreitenbach,704,40.991859999999996,Wurenlos - Killwangen West (RBL),SBB,2668725.525,1254231.03,8515450,15450,Killwangen West (Abzw),http://lod.opentransportdata.swiss/didok/8515450,47.4352897624,8.34964761959
KLWW,Killwangen West (Abzw),KLW,Killwangen-Spreitenbach,710,16.51888,Zurich HB - Brugg AG,SBB,2668725.525,1254231.03,8515450,15450,Killwangen West (Abzw),http://lod.opentransportdata.swiss/didok/8515450,47.4352897624,8.34964761959
KOLM,Kollermuhle (Abzw),KOLM,Kollermuhle (Abzw),711,36.36795,ZH Hardbrucke - Kollermuhle,SBB,2679227.103,1226094.23,8516744,16744,Kollermühle (Abzw),http://lod.opentransportdata.swiss/didok/8516744,47.1810577703,8.48387324876
KR,Kreuzlingen,KR,Kreuzlingen,822,60.68801,Etzwilen - Konstanz,SBB,2730001.191,1279422.8290000001,8506131,6131,Kreuzlingen,http://lod.opentransportdata.swiss/didok/8506131,47.6525527757,9.16908040533
KUES,Kusnacht ZH,KUES,Kusnacht ZH,730,11.73777,Zurich Stadelhofen - Rapperswil,SBB,2686337.692,1241548.395,8503101,3101,Küsnacht ZH,http://lod.opentransportdata.swiss/didok/8503101,47.3191565828,8.58063778944
KZ,Kerzers,KZ,Kerzers,259,84.81079,Kerzers Sud - Kerzers SBB,SBB,2581294.9680000003,1202697.231,8504400,4400,Kerzers,http://lod.opentransportdata.swiss/didok/8504400,46.9750789544,7.19281019439
LANG,Langacher (Spw),LANG,Langacher (Spw),650,17.83407,Killwangen West - Lenzburg - Daniken Ost,SBB,2667473.289,1254462.489,8502129,2129,Langacher (Spw),http://lod.opentransportdata.swiss/didok/8502129,47.4375009353,8.33308450786
LBA,Les Bayards,LBA,Les Bayards,219,35.9025,Auvernier - Les Verrieres frontiere,SBB,2530299.484,1195700.284,8504212,4212,Les Bayards,http://lod.opentransportdata.swiss/didok/8504212,46.9087402114,6.52373950495
LDS,Landschlacht,LDS,Landschlacht,824,94.57485,Romanshorn - Konstanz,SBB,2735910.703,1276924.504,8588122,88122,Landschlacht,http://lod.opentransportdata.swiss/didok/8588122,47.6288913227,9.24694868289
LECH,Lechelles,LECH,Lechelles,253,35.47849,Payerne Est - Fribourg Nord,SBB,2567419.548,1186457.156,8504137,4137,Léchelles,http://lod.opentransportdata.swiss/didok/8504137,46.8284597694,7.01162703087
LECR,Lecheires (bif),LECR,Lecheires (bif),164,7.35995,Lecheires - Denges A,SBB,2531895.696,1154107.7820000001,8501148,1148,Lécheires (bif),http://lod.opentransportdata.swiss/didok/8501148,46.5347871189,6.55087778174
LGN,Lugano Nord,LG,Lugano,600,179.7896,Immensee - Bellinzona - Chiasso,SBB,2716493.1160000004,1096524.543,8515408,15408,Lugano Nord,http://lod.opentransportdata.swiss/didok/8515408,46.0102280566,8.94265431841
LGUT,Lochligut (Abzw),LGUT,Lochligut (Abzw),400,4.84863,Lochligut - Wanzwil - Rothrist West,SBB,2602078.83,1203280.731,8504449,4449,Löchligut (Abzw),http://lod.opentransportdata.swiss/didok/8504449,46.9805903923,7.46595467656
LGUT,Lochligut (Abzw),LGUT,Lochligut (Abzw),459,101.2767,Rutti - Lochligut,SBB,2602078.83,1203280.731,8504449,4449,Löchligut (Abzw),http://lod.opentransportdata.swiss/didok/8504449,46.9805903923,7.46595467656
LHE,La Heutte,LHE,La Heutte,225,43.68453,Biel/Bienne West - La Chaux-de-Fonds,SBB,2583839.581,1226526.915,8504303,4303,La Heutte,http://lod.opentransportdata.swiss/didok/8504303,47.1894917627,7.22539576798
LIG,Ligerz,LIG,Ligerz,210,94.00279,Daillens - Biel/Bienne,SBB,2576954.982,1214795.878,8504227,4227,Ligerz,http://lod.opentransportdata.swiss/didok/8504227,47.0837688799,7.13515712331
LIN,Linthal,LIN,Linthal,736,84.4537,Ziegelbrucke Ost - Linthal Gleisende,SBB,2718741.32,1198342.263,8503239,3239,Linthal,http://lod.opentransportdata.swiss/didok/8503239,46.9255635637,8.9977948688
LNTW,Neustadttunnel West (Vzw),HEIM,Heimbach (Spw),9553,0.0,Neustadttunnel Ost - Neustadttunnel West,SBB,2665369.0,1211156.0,8509013,9013,Neustadttunnel West (Vzw),http://lod.opentransportdata.swiss/didok/8509013,47.0482132621,8.29889933969
LNTW,Neustadttunnel West (Vzw),HEIM,Heimbach (Spw),9571,0.0,Ebikon Sud - Neustadttunnel West,SBB,2665369.0,1211156.0,8509013,9013,Neustadttunnel West (Vzw),http://lod.opentransportdata.swiss/didok/8509013,47.0482132621,8.29889933969
LOCF,Le Locle-Frontiere,LOCF,Le Locle-Frontiere,224,39.58,Chambrelien Nord - Le Locle (Frontiere),SBB,2545162.982,1211274.04,8504319,4319,Le Locle-Frontière,http://lod.opentransportdata.swiss/didok/8504319,47.050217541,6.71694218438
LOEW,Muntelier-Lowenberg,LOEW,Muntelier-Lowenberg,251,78.5725,Palezieux Est - Lyss Nord,SBB,2576747.707,1198588.271,8504140,4140,Muntelier-Löwenberg,http://lod.opentransportdata.swiss/didok/8504140,46.9379741425,7.13326156007
LONA,Lonay A (bif),LON,Lonay-Preverenges,150,9.9985,Lausanne - Geneve-Aeroport,SBB,2529590.36,1152892.033,8515336,15336,Lonay A (bif),http://lod.opentransportdata.swiss/didok/8515336,46.5236124379,6.52101527926
LONA,Lonay A (bif),LON,Lonay-Preverenges,161,9.9985,Lausanne-Triage F - Lonay A (bif),SBB,2529590.36,1152892.033,8515336,15336,Lonay A (bif),http://lod.opentransportdata.swiss/didok/8515336,46.5236124379,6.52101527926
LQ,Landquart,LQ,Landquart,900,12.317269999999999,Sargans Ost - Chur West (Gleisende),SBB,2760969.2610000004,1203988.14,8509002,9002,Landquart,http://lod.opentransportdata.swiss/didok/8509002,46.9674404286,9.55404467894
LSBI,Lausanne (bif),LSBI,Lausanne (bif),150,1.12625,Lausanne - Geneve-Aeroport,SBB,2536877.935,1152506.8909999998,8501139,1139,Lausanne (bif),http://lod.opentransportdata.swiss/didok/8501139,46.5208764025,6.61603702486
LSBI,Lausanne (bif),LSBI,Lausanne (bif),175,1.12625,Lausanne - (LSSB) - Renens VD Est,SBB,2536877.935,1152506.8909999998,8501139,1139,Lausanne (bif),http://lod.opentransportdata.swiss/didok/8501139,46.5208764025,6.61603702486
LSE,Lausanne Est,LS,Lausanne,250,0.522,Lausanne Est - Bern,SBB,2538282.3819999998,1151749.711,8515338,15338,Lausanne Est,http://lod.opentransportdata.swiss/didok/8515338,46.5141967033,6.6344397622
LST,Liestal,LST,Liestal,502,0.0,Liestal - Waldenburg,SBB,2622064.002,1259340.621,8500023,23,Liestal,http://lod.opentransportdata.swiss/didok/8500023,47.4844611632,7.73136745412
LTAB,Lausanne-Triage A/B,LT,Lausanne-Triage,170,8.1,Lausanne-Triage (Est - Sud),SBB,2531359.434,1153559.113,8501141,1141,Lausanne-Triage A/B,http://lod.opentransportdata.swiss/didok/8501141,46.5297969326,6.54396962689
LTB,Lausanne-Triage B,LT,Lausanne-Triage,160,8.505930000000001,Renens VD Ouest - Lausanne-Triage sect.,SBB,2530999.878,1153370.922,8515339,15339,Lausanne-Triage B,http://lod.opentransportdata.swiss/didok/8515339,46.5280671202,6.53931177945
LTG,Langenthal GB,LTG,Langenthal GB,417,60.376000000000005,Langenthal GB - Butzberg Ost (Agl),SBB,2625107.252,1229371.11,8508144,8144,Langenthal GB,http://lod.opentransportdata.swiss/didok/8508144,47.2147993224,7.77006865637
LTO,Lausanne-Triage Ouest,LT,Lausanne-Triage,171,10.65066,Lausanne-Triage F - Lausanne-Triage Sud,SBB,2529787.25,1152950.23,8518430,18430,Lausanne-Triage Ouest,http://lod.opentransportdata.swiss/didok/8518430,46.5241566673,6.52357218424
LTS,Lausanne-Triage Sud,LT,Lausanne-Triage,169,11.47521,Lausanne-Triage sect. - Bussigny,SBB,2530587.955,1153032.737,8501143,1143,Lausanne-Triage Sud,http://lod.opentransportdata.swiss/didok/8501143,46.5249825164,6.53399418451
LTS,Lausanne-Triage Sud,LT,Lausanne-Triage,171,11.47521,Lausanne-Triage F - Lausanne-Triage Sud,SBB,2530587.955,1153032.737,8501143,1143,Lausanne-Triage Sud,http://lod.opentransportdata.swiss/didok/8501143,46.5249825164,6.53399418451
LY,Lyss,LY,Lyss,260,23.3666,Zollikofen Nord - Biel/Bienne Aebistr.,SBB,2589949.857,1213931.874,8504414,4414,Lyss,http://lod.opentransportdata.swiss/didok/8504414,47.076323468,7.30630158808
LYN,Lyss Nord,LY,Lyss,251,100.421,Palezieux Est - Lyss Nord,SBB,2589885.605,1214156.762,8515343,15343,Lyss Nord,http://lod.opentransportdata.swiss/didok/8515343,47.0783453539,7.30545055417
MA,Martigny,MA,Martigny,133,0.017169999999999998,Martigny - Orsieres,SBB,2572200.17,1106100.379,8501500,1500,Martigny,http://lod.opentransportdata.swiss/didok/8501500,46.1058312162,7.07912412843
MAD,Madretsch,MAD,Madretsch,260,32.13456,Zollikofen Nord - Biel/Bienne Aebistr.,SBB,2586403.4930000002,1219626.265,8504440,4440,Madretsch,http://lod.opentransportdata.swiss/didok/8504440,47.1274801781,7.25943495816
MAEG,Magenwil,MAEG,Magenwil,650,25.93644,Killwangen West - Lenzburg - Daniken Ost,SBB,2660112.242,1251826.623,8502106,2106,Mägenwil,http://lod.opentransportdata.swiss/didok/8502106,47.4145081414,8.23515519549
MAEN,Mannedorf,MAEN,Mannedorf,730,23.648429999999998,Zurich Stadelhofen - Rapperswil,SBB,2694899.0760000004,1234370.152,8503106,3106,Männedorf,http://lod.opentransportdata.swiss/didok/8503106,47.2534240091,8.69234616957
MAER,Marstetten,MAER,Marstetten,840,55.69039,Winterthur Nord - Romanshorn,SBB,2722132.917,1271499.203,8506104,6104,Märstetten,http://lod.opentransportdata.swiss/didok/8506104,47.5828205292,9.06219351655
MAET,Magenwil West (Abzw),MAEG,Magenwil,646,1.28725,Brunegg - Magenwil West (Abzw),SBB,2659784.8340000003,1251697.3159999999,8519042,19042,Mägenwil West (Abzw),http://lod.opentransportdata.swiss/didok/8519042,47.4133750569,8.23079978018
MAM,Mammern,MAM,Mammern,822,39.83575,Etzwilen - Konstanz,SBB,2710858.251,1278098.25,8506137,6137,Mammern,http://lod.opentransportdata.swiss/didok/8506137,47.6441602007,8.91400061948
MBGO,Mulberg Ost,MBGO,Mulberg Ost,9783,253.8725,Bruttenertunnel Sud,SBB,2691613.3619999997,1254858.473,8519644,19644,Mülberg Ost,http://lod.opentransportdata.swiss/didok/8519644,47.4381445146,8.65313395761
MBGW,Mulberg West,MBGW,Mulberg West,9780,354.0,Bruttenertunnel West,SBB,2691716.147,1254939.662,8519643,19643,Mülberg West,http://lod.opentransportdata.swiss/didok/8519643,47.4388605128,8.65451362917
MEDE,Meder (Verzw),MEDE,Meder (Verzw),762,44.56682,Winterthur Nord - Schaffhausen RB Ost,SBB,2692097.139,1275076.104,8515722,15722,Meder (Verzw),http://lod.opentransportdata.swiss/didok/8515722,47.6198882692,8.66373137813
MEL,Mellingen,MEL,Mellingen,703,50.10736,ZH Oerlikon Nord - Wettingen - Gruemet,SBB,2663007.543,1253559.135,8502107,2107,Mellingen,http://lod.opentransportdata.swiss/didok/8502107,47.429819151,8.2737614483
MERL,Merlischachen,MERL,Merlischachen,570,13.549000000000001,Gutsch - Kussnacht - Immensee,SBB,2673712.473,1213415.408,8505011,5011,Merlischachen,http://lod.opentransportdata.swiss/didok/8505011,47.0676600027,8.40905810777
MF,Maienfeld,MF,Maienfeld,900,7.767469999999999,Sargans Ost - Chur West (Gleisende),SBB,2758972.585,1207982.709,8509003,9003,Maienfeld,http://lod.opentransportdata.swiss/didok/8509003,47.0038405611,9.52921615576
MI,Muri AG,MI,Muri AG,653,81.4905,Gexi Ost - Rotkreuz - Immensee West,SBB,2668186.73,1236587.637,8502215,2215,Muri AG,http://lod.opentransportdata.swiss/didok/8502215,47.2766662572,8.33982072772
MOER,Morschwil,MOER,Morschwil,880,72.81976999999999,Sargans Ost - St.Gallen,SBB,2748923.845,1260097.0420000001,8506304,6304,Mörschwil,http://lod.opentransportdata.swiss/didok/8506304,47.4747714405,9.41438347461
MOLS,Mols,MOLS,Mols,890,16.373620000000003,Sargans Ost - Ziegelbrucke,SBB,2739499.0289999996,1219633.3229999999,8509415,9415,Mols,http://lod.opentransportdata.swiss/didok/8509415,47.1129906506,9.27681658589
MOR,Morges,MOR,Morges,156,0.0,Morges - Biere,SBB,2527498.454,1151525.985,8501037,1037,Morges,http://lod.opentransportdata.swiss/didok/8501037,46.5111011525,6.49396944931
MOU,Moutier,MOU,Moutier,232,0.00471,Moutier - Lengnau Ost,SBB,2595643.4080000003,1236643.652,8500105,105,Moutier,http://lod.opentransportdata.swiss/didok/8500105,47.2806724995,7.38104432272
MS,Munsingen,MS,Munsingen,290,122.13148999999999,Bern Wylerfeld - Thun,SBB,2609209.984,1191365.8909999998,8507006,7006,Münsingen,http://lod.opentransportdata.swiss/didok/8507006,46.873354141,7.55944234353
MTM,Mettmenstetten,MTM,Mettmenstetten,711,28.91015,ZH Hardbrucke - Kollermuhle,SBB,2677128.313,1233072.865,8502225,2225,Mettmenstetten,http://lod.opentransportdata.swiss/didok/8502225,47.2440710204,8.45738213875
MU,Muttenz,MU,Muttenz,500,4.8387199999999995,Basel SBB - Olten - Luzern,SBB,2615758.188,1264783.152,8500020,20,Muttenz,http://lod.opentransportdata.swiss/didok/8500020,47.5335911939,7.6478944534
MUOS,Muttenz Ost (Abzw),MU,Muttenz,501,6.7,Muttenz - Adlertunnel - Liestal,SBB,2616436.991,1264469.347,8515984,15984,Muttenz Ost (Abzw),http://lod.opentransportdata.swiss/didok/8515984,47.5307523799,7.65689748277
MUR,Murat (diag),MUR,Murat (diag),150,42.66282,Lausanne - Geneve-Aeroport,SBB,2505150.4269999997,1134324.275,8501029,1029,Murat (diag),http://lod.opentransportdata.swiss/didok/8501029,46.3535823538,6.20634986541
MWIA,Munchwilen AG (Abzw),MWIA,Munchwilen AG (Abzw),701,72.80743000000001,Eglisau - Koblenz - Stein Sackingen Ost,SBB,2639976.623,1265865.369,8515162,15162,Münchwilen AG (Abzw),http://lod.opentransportdata.swiss/didok/8515162,47.5422987207,7.96961128567
NAEF,Nafels-Mollis,NAEF,Nafels-Mollis,736,61.65353,Ziegelbrucke Ost - Linthal Gleisende,SBB,2723835.953,1217699.918,8503227,3227,Näfels-Mollis,http://lod.opentransportdata.swiss/didok/8503227,47.0987192922,9.06995689606
NB,Niederbipp,NB,Niederbipp,410,58.61059,Olten - Solothurn - Biel/Bienne,SBB,2619386.781,1235531.5420000001,8500211,211,Niederbipp,http://lod.opentransportdata.swiss/didok/8500211,47.2704017164,7.69481805402
NE,Neuchatel,NE,Neuchatel,210,75.29488,Daillens - Biel/Bienne,SBB,2561746.781,1205197.457,8504221,4221,Neuchâtel,http://lod.opentransportdata.swiss/didok/8504221,46.9967268195,6.93570168072
NEBI,Neuchatel-Vauseyon (bif),NEBI,Neuchatel-Vauseyon (bif),210,73.95785,Daillens - Biel/Bienne,SBB,2560519.523,1204673.014,8515347,15347,Neuchâtel-Vauseyon (bif),http://lod.opentransportdata.swiss/didok/8515347,46.99193736,6.91961261189
NEBI,Neuchatel-Vauseyon (bif),NEBI,Neuchatel-Vauseyon (bif),223,1.37258,Neuchatel-Vauseyon - Chambrelien,SBB,2560519.523,1204673.014,8515347,15347,Neuchâtel-Vauseyon (bif),http://lod.opentransportdata.swiss/didok/8515347,46.99193736,6.91961261189
NEMA,Neuchatel Est (bif),NE,Neuchatel,215,76.13763,Neuchatel - Neuchatel Est,SBB,2562483.432,1205610.87,8504242,4242,Neuchâtel Est (bif),http://lod.opentransportdata.swiss/didok/8504242,47.0004875829,6.94535218272
NETR,Neuchatel-Triage,NE,Neuchatel,215,75.58378,Neuchatel - Neuchatel Est,SBB,2562009.401,1205318.185,8504240,4240,Neuchâtel-Triage,http://lod.opentransportdata.swiss/didok/8504240,46.9978278151,6.93914422302
NG,Niederglatt,NG,Niederglatt,768,21.20365,Niederglatt - Tanklager Oberhasli West,SBB,2680238.503,1260178.196,8503313,3313,Niederglatt,http://lod.opentransportdata.swiss/didok/8503313,47.4874710565,8.50331553647
NH,Neuhausen,NH,Neuhausen,762,53.8373,Winterthur Nord - Schaffhausen RB Ost,SBB,2689074.51,1282062.883,8503423,3423,Neuhausen,http://lod.opentransportdata.swiss/didok/8503423,47.683133385,8.62493454502
NHRH,Neuhausen Rheinfall,NHRH,Neuhausen Rheinfall,770,39.05,Bulach - Eglisau - Neuhausen,SBB,2688480.328,1281683.779,8518924,18924,Neuhausen Rheinfall,http://lod.opentransportdata.swiss/didok/8518924,47.6798049349,8.61694649915
NIDS,Nidelbad Sud (Abzw),NIDB,Nidelbad (Abzw),723,10.29256,Nidelbad Sud - Thalwil Nord,SBB,2683613.154,1240163.3329999999,8503248,3248,Nidelbad Süd (Abzw),http://lod.opentransportdata.swiss/didok/8503248,47.3070510103,8.54434629074
NIDS,Nidelbad Sud (Abzw),NIDB,Nidelbad (Abzw),9722,10.29256,Nidelbad - Litti,SBB,2683613.154,1240163.3329999999,8503248,3248,Nidelbad Süd (Abzw),http://lod.opentransportdata.swiss/didok/8503248,47.3070510103,8.54434629074
